sizes,executionTimes
5,0.0
10,0.0
50,0.0
100,0.782012939453125
500,10.60791015625
1000,36.16766929626465
5000,933.7100982666016
10000,5090.623664855957
50000,139965.7422065735
100000,602495.7348823547
