sizes,executionTimes
5,0.0
10,0.0
50,0.4006385803222656
100,0.4009723663330078
500,6.304311752319336
1000,40.14716148376465
5000,967.5989151000977
10000,5009.127950668335
50000,149716.23911857605
100000,630507.4218273163
