sizes,executionTimes
5,0.0
10,0.0
50,0.0
100,0.20908514658610025
500,4.400881131490071
1000,18.887893358866375
5000,641.5249745051066
10000,3714.8508151372275
50000,85618.22445392609
100000,390906.3526074092
