sizes,executionTimes
5,0.0
10,0.0
50,0.0
100,0.0
500,0.40073394775390625
1000,0.8014202117919922
5000,4.764795303344727
10000,15.857982635498047
50000,67.99721717834473
100000,143.6573028564453
