sizes,executionTimes
5,0.0
10,0.11761983235677083
50,0.03528594970703125
100,0.21909077962239584
500,5.347816149393718
1000,24.948732058207195
5000,782.0207913716634
10000,3448.310685157776
50000,104011.9123061498
100000,380352.47248808545
