sizes,executionTimes
5,0.0
10,0.0
50,0.0
100,0.0
500,13.421058654785156
1000,62.713050842285156
5000,1572.6319313049316
10000,8851.021575927734
50000,271532.6952457428
100000,906478.4449100494
