sizes,executionTimes
5,0.0
10,0.0
50,0.0
100,0.4034996032714844
500,14.181280136108398
1000,58.60476493835449
5000,1529.1229248046875
10000,8620.520544052124
50000,266954.26630973816
100000,858721.8249320984
